platform,brand,product_name,category,price,rating,ram,storage,battery,url
Croma,Motorola,Motorola Moto G84,Smartphone,23871,3.5,12GB,128GB,4000mAh,https://croma.com/motorola-moto-g84
Croma,Apple,Apple iPhone 11,Smartphone,60272,4.0,12GB,256GB,6000mAh,https://croma.com/apple-iphone-11
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,31383,4.6,8GB,1TB,4500mAh,https://myntra.com/xiaomi-redmi-note-10
Croma,Samsung,Samsung Galaxy A54,Smartphone,42220,4.9,6GB,512GB,6000mAh,https://croma.com/samsung-galaxy-a54
Flipkart,Xiaomi,Xiaomi Redmi Note 12,Smartphone,18203,3.7,6GB,256GB,5000mAh,https://flipkart.com/xiaomi-redmi-note-12
Flipkart,Google,Google Pixel 7a,Smartphone,65626,4.9,8GB,512GB,5500mAh,https://flipkart.com/google-pixel-7a
Flipkart,Motorola,Motorola motorola-24-edge,Smartphone,29469,3.5,6GB,256GB,6000mAh,https://flipkart.com/motorola-motorola-model-24
Reliance Digital,Google,Google Pixel 8,Smartphone,39841,5.0,12GB,1TB,5500mAh,https://reliancedigital.com/google-pixel-8
Reliance Digital,Oppo,Oppo oppo-53-fe,Smartphone,25004,3.5,4GB,128GB,4500mAh,https://reliancedigital.com/oppo-oppo-model-53
Myntra,OnePlus,OnePlus oneplus-63-fe,Smartphone,37664,4.3,16GB,64GB,5000mAh,https://myntra.com/oneplus-oneplus-model-63
Reliance Digital,Oppo,Oppo Oppo A78,Smartphone,37218,4.0,12GB,256GB,5000mAh,https://reliancedigital.com/oppo-oppo-a78
Myntra,OnePlus,OnePlus OnePlus 11R,Smartphone,40628,3.6,12GB,1TB,4500mAh,https://myntra.com/oneplus-oneplus-11r
Myntra,Google,Google google-86-pro,Smartphone,50050,4.9,12GB,128GB,5500mAh,https://myntra.com/google-google-model-86
Croma,Google,Google Pixel 6a,Smartphone,12095,4.2,16GB,128GB,5000mAh,https://croma.com/google-pixel-6a
Flipkart,Google,Google Pixel 8,Smartphone,15372,3.9,16GB,1TB,4000mAh,https://flipkart.com/google-pixel-8
Reliance Digital,Motorola,Motorola motorola-59,Smartphone,23992,3.5,6GB,256GB,5500mAh,https://reliancedigital.com/motorola-motorola-model-59
Croma,OnePlus,OnePlus oneplus-88-x,Smartphone,44716,4.2,8GB,512GB,5000mAh,https://croma.com/oneplus-oneplus-model-88
Croma,Vivo,Vivo Vivo Y21,Smartphone,50285,4.5,4GB,128GB,5000mAh,https://croma.com/vivo-vivo-y21
Myntra,Oppo,Oppo Oppo Reno 8,Smartphone,38062,3.7,6GB,256GB,4000mAh,https://myntra.com/oppo-oppo-reno-8
Myntra,Motorola,Motorola motorola-12-x,Smartphone,19624,4.3,6GB,1TB,5500mAh,https://myntra.com/motorola-motorola-model-12
Flipkart,Xiaomi,Xiaomi Redmi Note 11,Smartphone,67836,4.1,12GB,256GB,5000mAh,https://flipkart.com/xiaomi-redmi-note-11
Myntra,OnePlus,OnePlus oneplus-47-neo,Smartphone,42863,4.1,6GB,1TB,5500mAh,https://myntra.com/oneplus-oneplus-model-47
Amazon,Apple,Apple apple-98-pro,Smartphone,52857,4.6,12GB,64GB,5000mAh,https://amazon.com/apple-apple-model-98
Flipkart,Samsung,Samsung Galaxy A54,Smartphone,70523,4.1,16GB,128GB,4500mAh,https://flipkart.com/samsung-galaxy-a54
Flipkart,Oppo,Oppo Oppo F21,Smartphone,28744,4.7,16GB,256GB,6000mAh,https://flipkart.com/oppo-oppo-f21
Reliance Digital,OnePlus,OnePlus oneplus-50-x,Smartphone,46740,4.3,12GB,256GB,6000mAh,https://reliancedigital.com/oneplus-oneplus-model-50
Reliance Digital,Oppo,Oppo Oppo F21,Smartphone,28464,3.8,4GB,128GB,4500mAh,https://reliancedigital.com/oppo-oppo-f21
Flipkart,Google,Google google-17-max,Smartphone,49625,4.0,12GB,1TB,6000mAh,https://flipkart.com/google-google-model-17
Reliance Digital,Google,Google Pixel 8,Smartphone,56362,3.7,12GB,128GB,4000mAh,https://reliancedigital.com/google-pixel-8
Flipkart,Motorola,Motorola motorola-95-lite,Smartphone,22965,4.0,6GB,512GB,4500mAh,https://flipkart.com/motorola-motorola-model-95
Reliance Digital,Realme,Realme realme-15-se,Smartphone,20122,3.7,12GB,1TB,4000mAh,https://reliancedigital.com/realme-realme-model-15
Amazon,Samsung,Samsung Galaxy S21,Smartphone,28879,3.6,4GB,128GB,5500mAh,https://amazon.com/samsung-galaxy-s21
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,41435,4.9,4GB,64GB,5000mAh,https://myntra.com/oneplus-oneplus-9
Flipkart,Xiaomi,Xiaomi Mi 11X,Smartphone,41805,4.3,12GB,256GB,4000mAh,https://flipkart.com/xiaomi-mi-11x
Reliance Digital,Xiaomi,Xiaomi xiaomi-83-max,Smartphone,16889,4.0,8GB,1TB,4000mAh,https://reliancedigital.com/xiaomi-xiaomi-model-83
Croma,Vivo,Vivo Vivo Y21,Smartphone,17213,3.9,12GB,256GB,5000mAh,https://croma.com/vivo-vivo-y21
Croma,Apple,Apple apple-77-x,Smartphone,78104,4.7,4GB,256GB,6000mAh,https://croma.com/apple-apple-model-77
Croma,Xiaomi,Xiaomi Mi 11X,Smartphone,71456,4.0,16GB,128GB,4500mAh,https://croma.com/xiaomi-mi-11x
Flipkart,Samsung,Samsung Galaxy S23,Smartphone,44626,3.5,16GB,1TB,4000mAh,https://flipkart.com/samsung-galaxy-s23
Croma,Xiaomi,Xiaomi xiaomi-30-pro,Smartphone,31894,3.8,6GB,512GB,4000mAh,https://croma.com/xiaomi-xiaomi-model-30
Reliance Digital,Motorola,Motorola motorola-80-edge,Smartphone,27914,3.8,4GB,256GB,6000mAh,https://reliancedigital.com/motorola-motorola-model-80
Myntra,Vivo,Vivo Vivo V27,Smartphone,47843,4.6,4GB,128GB,4500mAh,https://myntra.com/vivo-vivo-v27
Reliance Digital,Apple,Apple iPhone 12,Smartphone,32947,4.3,4GB,64GB,4000mAh,https://reliancedigital.com/apple-iphone-12
Amazon,Xiaomi,Xiaomi Redmi Note 12,Smartphone,46281,4.0,6GB,128GB,4000mAh,https://amazon.com/xiaomi-redmi-note-12
Amazon,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,54052,4.6,16GB,1TB,5500mAh,https://amazon.com/oneplus-oneplus-nord-ce3
Croma,Xiaomi,Xiaomi Redmi Note 12,Smartphone,75773,4.3,12GB,128GB,4500mAh,https://croma.com/xiaomi-redmi-note-12
Flipkart,Vivo,Vivo vivo-84-ultra,Smartphone,22968,4.8,4GB,64GB,4500mAh,https://flipkart.com/vivo-vivo-model-84
Reliance Digital,Vivo,Vivo Vivo V29,Smartphone,37374,4.0,8GB,1TB,4500mAh,https://reliancedigital.com/vivo-vivo-v29
Reliance Digital,Motorola,Motorola Moto Edge 40,Smartphone,14373,4.6,4GB,64GB,4500mAh,https://reliancedigital.com/motorola-moto-edge-40
Croma,Oppo,Oppo oppo-62-fe,Smartphone,38773,3.9,8GB,128GB,5000mAh,https://croma.com/oppo-oppo-model-62
Myntra,Google,Google Pixel 7a,Smartphone,40946,3.7,4GB,1TB,4500mAh,https://myntra.com/google-pixel-7a
Amazon,Google,Google google-11-ultra,Smartphone,43056,4.0,6GB,64GB,5500mAh,https://amazon.com/google-google-model-11
Reliance Digital,Xiaomi,Xiaomi xiaomi-55-x,Smartphone,16641,4.4,8GB,512GB,4500mAh,https://reliancedigital.com/xiaomi-xiaomi-model-55
Flipkart,Google,Google Pixel 6a,Smartphone,8769,3.6,4GB,64GB,6000mAh,https://flipkart.com/google-pixel-6a
Myntra,Motorola,Motorola Moto G84,Smartphone,11564,4.7,8GB,128GB,5000mAh,https://myntra.com/motorola-moto-g84
Reliance Digital,Samsung,Samsung Galaxy A54,Smartphone,51522,4.6,8GB,64GB,4000mAh,https://reliancedigital.com/samsung-galaxy-a54
Amazon,Xiaomi,Xiaomi Redmi Note 12,Smartphone,80171,4.9,6GB,128GB,6000mAh,https://amazon.com/xiaomi-redmi-note-12
Myntra,Xiaomi,Xiaomi Redmi Note 12,Smartphone,78714,3.5,16GB,512GB,4500mAh,https://myntra.com/xiaomi-redmi-note-12
Reliance Digital,Realme,Realme Realme 10 Pro,Smartphone,25421,4.2,12GB,1TB,5500mAh,https://reliancedigital.com/realme-realme-10-pro
Flipkart,Oppo,Oppo Oppo A78,Smartphone,61190,4.1,6GB,1TB,6000mAh,https://flipkart.com/oppo-oppo-a78
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,33424,4.0,6GB,1TB,6000mAh,https://myntra.com/xiaomi-redmi-note-10
Flipkart,Samsung,Samsung Galaxy S23,Smartphone,78959,3.7,4GB,128GB,5500mAh,https://flipkart.com/samsung-galaxy-s23
Croma,Motorola,Motorola motorola-66-neo,Smartphone,11537,4.2,16GB,512GB,6000mAh,https://croma.com/motorola-motorola-model-66
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,48382,4.2,12GB,512GB,5000mAh,https://myntra.com/oneplus-oneplus-9
Croma,Google,Google Pixel 6a,Smartphone,36670,4.0,4GB,1TB,4500mAh,https://croma.com/google-pixel-6a
Myntra,Apple,Apple iPhone 12,Smartphone,19186,3.8,4GB,256GB,4500mAh,https://myntra.com/apple-iphone-12
Amazon,Motorola,Motorola Moto G84,Smartphone,42869,4.6,16GB,1TB,6000mAh,https://amazon.com/motorola-moto-g84
Amazon,Realme,Realme realme-20-pro,Smartphone,16684,4.0,16GB,512GB,5000mAh,https://amazon.com/realme-realme-model-20
Croma,Google,Google Pixel 6a,Smartphone,18700,3.6,8GB,512GB,4000mAh,https://croma.com/google-pixel-6a
Myntra,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,10236,4.6,4GB,512GB,5500mAh,https://myntra.com/oneplus-oneplus-nord-2t
Flipkart,Apple,Apple apple-84-neo,Smartphone,60175,4.0,16GB,64GB,6000mAh,https://flipkart.com/apple-apple-model-84
Myntra,Motorola,Motorola Moto Edge 40,Smartphone,47838,4.1,6GB,64GB,4000mAh,https://myntra.com/motorola-moto-edge-40
Myntra,Motorola,Motorola motorola-57-edge,Smartphone,15555,3.8,6GB,1TB,6000mAh,https://myntra.com/motorola-motorola-model-57
Flipkart,Oppo,Oppo Oppo A78,Smartphone,64395,4.5,8GB,128GB,5000mAh,https://flipkart.com/oppo-oppo-a78
Reliance Digital,Realme,Realme Realme C55,Smartphone,42025,4.6,12GB,64GB,5500mAh,https://reliancedigital.com/realme-realme-c55
Amazon,Apple,Apple iPhone 15,Smartphone,66245,4.2,8GB,256GB,4000mAh,https://amazon.com/apple-iphone-15
Amazon,Motorola,Motorola motorola-63-lite,Smartphone,26270,4.2,16GB,128GB,4000mAh,https://amazon.com/motorola-motorola-model-63
Croma,Motorola,Motorola Moto Edge 40,Smartphone,17437,4.8,8GB,512GB,4000mAh,https://croma.com/motorola-moto-edge-40
Flipkart,Realme,Realme realme-46-neo,Smartphone,18129,4.5,16GB,512GB,4500mAh,https://flipkart.com/realme-realme-model-46
Flipkart,Samsung,Samsung Galaxy S22,Smartphone,15291,4.9,16GB,512GB,4500mAh,https://flipkart.com/samsung-galaxy-s22
Myntra,Oppo,Oppo oppo-38,Smartphone,24745,4.3,16GB,128GB,5500mAh,https://myntra.com/oppo-oppo-model-38
Myntra,Google,Google google-80-max,Smartphone,62547,4.3,4GB,64GB,4500mAh,https://myntra.com/google-google-model-80
Croma,Samsung,Samsung samsung-34-plus,Smartphone,60870,3.7,6GB,128GB,6000mAh,https://croma.com/samsung-samsung-model-34
Flipkart,Realme,Realme Realme 10 Pro,Smartphone,20786,4.4,6GB,512GB,6000mAh,https://flipkart.com/realme-realme-10-pro
Flipkart,Vivo,Vivo Vivo V27,Smartphone,37895,5.0,16GB,128GB,5000mAh,https://flipkart.com/vivo-vivo-v27
Croma,Motorola,Motorola motorola-89-x,Smartphone,24530,4.1,16GB,64GB,4500mAh,https://croma.com/motorola-motorola-model-89
Myntra,Apple,Apple apple-61-ultra,Smartphone,73795,4.8,4GB,256GB,4500mAh,https://myntra.com/apple-apple-model-61
Croma,Samsung,Samsung samsung-83-fe,Smartphone,37632,4.2,16GB,512GB,5000mAh,https://croma.com/samsung-samsung-model-83
Reliance Digital,Vivo,Vivo vivo-31-lite,Smartphone,26889,4.6,6GB,256GB,6000mAh,https://reliancedigital.com/vivo-vivo-model-31
Croma,OnePlus,OnePlus oneplus-53-edge,Smartphone,59969,4.4,6GB,64GB,4500mAh,https://croma.com/oneplus-oneplus-model-53
Flipkart,Samsung,Samsung samsung-43-max,Smartphone,64899,4.2,16GB,128GB,6000mAh,https://flipkart.com/samsung-samsung-model-43
Croma,Oppo,Oppo Oppo Reno 8,Smartphone,64695,4.3,6GB,64GB,5000mAh,https://croma.com/oppo-oppo-reno-8
Myntra,Xiaomi,Xiaomi Poco X5,Smartphone,18864,4.4,6GB,64GB,4500mAh,https://myntra.com/xiaomi-poco-x5
Croma,Realme,Realme realme-70-fe,Smartphone,13987,3.6,6GB,64GB,4500mAh,https://croma.com/realme-realme-model-70
Croma,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,44656,4.7,16GB,512GB,4500mAh,https://croma.com/oneplus-oneplus-nord-2t
Flipkart,Vivo,Vivo Vivo V29,Smartphone,55186,5.0,6GB,128GB,5000mAh,https://flipkart.com/vivo-vivo-v29
Amazon,Samsung,Samsung Galaxy M34,Smartphone,21903,4.1,6GB,512GB,5500mAh,https://amazon.com/samsung-galaxy-m34
Reliance Digital,Realme,Realme Realme C55,Smartphone,19919,4.1,6GB,512GB,6000mAh,https://reliancedigital.com/realme-realme-c55
Croma,Oppo,Oppo Oppo Reno 8,Smartphone,71313,4.2,8GB,1TB,5500mAh,https://croma.com/oppo-oppo-reno-8
Croma,Vivo,Vivo vivo-35-se,Smartphone,33500,4.0,6GB,64GB,4000mAh,https://croma.com/vivo-vivo-model-35
Amazon,Vivo,Vivo vivo-90-plus,Smartphone,30383,3.9,4GB,64GB,4500mAh,https://amazon.com/vivo-vivo-model-90
Myntra,Xiaomi,Xiaomi xiaomi-48-lite,Smartphone,18557,3.7,16GB,256GB,5000mAh,https://myntra.com/xiaomi-xiaomi-model-48
Reliance Digital,Vivo,Vivo vivo-35,Smartphone,27115,3.7,8GB,128GB,6000mAh,https://reliancedigital.com/vivo-vivo-model-35
Amazon,Realme,Realme realme-10-max,Smartphone,18496,4.3,12GB,128GB,4500mAh,https://amazon.com/realme-realme-model-10
Croma,OnePlus,OnePlus oneplus-86-max,Smartphone,54553,4.1,16GB,1TB,5000mAh,https://croma.com/oneplus-oneplus-model-86
Reliance Digital,Motorola,Motorola motorola-27-fe,Smartphone,19965,4.2,12GB,1TB,4000mAh,https://reliancedigital.com/motorola-motorola-model-27
Flipkart,Vivo,Vivo Vivo Y36,Smartphone,58839,3.9,6GB,64GB,5000mAh,https://flipkart.com/vivo-vivo-y36
Amazon,Xiaomi,Xiaomi Poco X5,Smartphone,33259,3.8,8GB,128GB,4000mAh,https://amazon.com/xiaomi-poco-x5
Flipkart,Xiaomi,Xiaomi Poco X5,Smartphone,35035,4.0,8GB,64GB,5000mAh,https://flipkart.com/xiaomi-poco-x5
Flipkart,Xiaomi,Xiaomi Redmi Note 12,Smartphone,58017,3.9,4GB,512GB,5500mAh,https://flipkart.com/xiaomi-redmi-note-12
Flipkart,Realme,Realme realme-79-pro,Smartphone,17526,4.0,16GB,256GB,4000mAh,https://flipkart.com/realme-realme-model-79
Myntra,Google,Google google-31-neo,Smartphone,59909,4.2,8GB,256GB,4500mAh,https://myntra.com/google-google-model-31
Croma,Vivo,Vivo Vivo V27,Smartphone,21611,4.2,4GB,512GB,5500mAh,https://croma.com/vivo-vivo-v27
Reliance Digital,Google,Google Pixel 6a,Smartphone,40645,4.5,4GB,1TB,6000mAh,https://reliancedigital.com/google-pixel-6a
Amazon,OnePlus,OnePlus OnePlus 10R,Smartphone,54775,5.0,12GB,64GB,4500mAh,https://amazon.com/oneplus-oneplus-10r
Myntra,Realme,Realme realme-21-lite,Smartphone,25678,3.9,16GB,256GB,6000mAh,https://myntra.com/realme-realme-model-21
Myntra,Google,Google Pixel 6a,Smartphone,67149,3.7,16GB,128GB,5000mAh,https://myntra.com/google-pixel-6a
Reliance Digital,Motorola,Motorola Moto G84,Smartphone,22965,3.8,8GB,512GB,4000mAh,https://reliancedigital.com/motorola-moto-g84
Reliance Digital,Xiaomi,Xiaomi xiaomi-87-plus,Smartphone,16611,4.5,8GB,128GB,5000mAh,https://reliancedigital.com/xiaomi-xiaomi-model-87
Flipkart,Google,Google google-40-lite,Smartphone,47573,4.3,12GB,64GB,4500mAh,https://flipkart.com/google-google-model-40
Croma,Realme,Realme Realme 10 Pro,Smartphone,49826,4.6,16GB,256GB,5500mAh,https://croma.com/realme-realme-10-pro
Flipkart,Vivo,Vivo Vivo Y36,Smartphone,42277,4.5,12GB,1TB,4000mAh,https://flipkart.com/vivo-vivo-y36
Reliance Digital,Apple,Apple iPhone 11,Smartphone,45515,4.4,16GB,256GB,5500mAh,https://reliancedigital.com/apple-iphone-11
Croma,Apple,Apple apple-57-neo,Smartphone,63091,4.6,16GB,512GB,4500mAh,https://croma.com/apple-apple-model-57
Myntra,Oppo,Oppo oppo-39-x,Smartphone,27817,4.1,4GB,1TB,4500mAh,https://myntra.com/oppo-oppo-model-39
Croma,Xiaomi,Xiaomi xiaomi-30-neo,Smartphone,22699,4.2,8GB,64GB,6000mAh,https://croma.com/xiaomi-xiaomi-model-30
Amazon,Motorola,Motorola Moto G54,Smartphone,76075,3.7,16GB,128GB,6000mAh,https://amazon.com/motorola-moto-g54
Croma,Samsung,Samsung samsung-90-max,Smartphone,52783,4.3,6GB,256GB,5000mAh,https://croma.com/samsung-samsung-model-90
Reliance Digital,Realme,Realme Realme 10 Pro,Smartphone,62272,4.0,6GB,1TB,4000mAh,https://reliancedigital.com/realme-realme-10-pro
Croma,Google,Google Pixel 6a,Smartphone,43612,3.5,4GB,128GB,4000mAh,https://croma.com/google-pixel-6a
Reliance Digital,Oppo,Oppo oppo-54,Smartphone,38756,4.1,16GB,512GB,4000mAh,https://reliancedigital.com/oppo-oppo-model-54
Myntra,Oppo,Oppo Oppo A78,Smartphone,49360,3.6,4GB,1TB,6000mAh,https://myntra.com/oppo-oppo-a78
Myntra,Motorola,Motorola motorola-63,Smartphone,23199,3.8,12GB,128GB,6000mAh,https://myntra.com/motorola-motorola-model-63
Croma,Vivo,Vivo Vivo Y21,Smartphone,16030,4.4,16GB,128GB,4500mAh,https://croma.com/vivo-vivo-y21
Flipkart,Xiaomi,Xiaomi Poco X5,Smartphone,30603,4.4,8GB,64GB,6000mAh,https://flipkart.com/xiaomi-poco-x5
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,23626,4.9,16GB,128GB,6000mAh,https://flipkart.com/motorola-moto-edge-40
Amazon,Apple,Apple iPhone 15,Smartphone,45542,3.7,16GB,64GB,6000mAh,https://amazon.com/apple-iphone-15
Croma,OnePlus,OnePlus OnePlus 9,Smartphone,69658,3.7,12GB,256GB,5000mAh,https://croma.com/oneplus-oneplus-9
Myntra,Apple,Apple apple-52-max,Smartphone,46110,4.1,8GB,1TB,6000mAh,https://myntra.com/apple-apple-model-52
Amazon,Motorola,Motorola Moto G54,Smartphone,14508,4.4,6GB,256GB,4000mAh,https://amazon.com/motorola-moto-g54
Amazon,Motorola,Motorola Moto G54,Smartphone,66883,3.6,6GB,1TB,6000mAh,https://amazon.com/motorola-moto-g54
Reliance Digital,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,77741,4.2,8GB,128GB,4000mAh,https://reliancedigital.com/oneplus-oneplus-nord-2t
Reliance Digital,Google,Google Pixel 6a,Smartphone,52348,3.7,12GB,1TB,4000mAh,https://reliancedigital.com/google-pixel-6a
Reliance Digital,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,66115,5.0,16GB,64GB,5500mAh,https://reliancedigital.com/oneplus-oneplus-nord-2t
Myntra,Samsung,Samsung samsung-76-se,Smartphone,58663,5.0,8GB,256GB,5500mAh,https://myntra.com/samsung-samsung-model-76
Croma,Samsung,Samsung samsung-13-lite,Smartphone,65042,4.2,8GB,256GB,4000mAh,https://croma.com/samsung-samsung-model-13
Myntra,Apple,Apple iPhone 14,Smartphone,19125,4.5,12GB,1TB,5000mAh,https://myntra.com/apple-iphone-14
Flipkart,Apple,Apple iPhone 15,Smartphone,56734,4.2,4GB,1TB,6000mAh,https://flipkart.com/apple-iphone-15
Amazon,Realme,Realme realme-71-pro,Smartphone,19691,3.8,8GB,128GB,4500mAh,https://amazon.com/realme-realme-model-71
Flipkart,Realme,Realme Realme C55,Smartphone,18555,3.8,12GB,512GB,5500mAh,https://flipkart.com/realme-realme-c55
Croma,Samsung,Samsung Galaxy S22,Smartphone,46966,3.6,8GB,256GB,4500mAh,https://croma.com/samsung-galaxy-s22
Flipkart,Google,Google google-46-pro,Smartphone,54095,4.3,4GB,256GB,5000mAh,https://flipkart.com/google-google-model-46
Myntra,Vivo,Vivo Vivo Y36,Smartphone,14742,3.7,12GB,64GB,4000mAh,https://myntra.com/vivo-vivo-y36
Croma,Motorola,Motorola Moto G54,Smartphone,29931,4.3,6GB,256GB,5000mAh,https://croma.com/motorola-moto-g54
Flipkart,OnePlus,OnePlus OnePlus 10R,Smartphone,34894,4.4,12GB,256GB,6000mAh,https://flipkart.com/oneplus-oneplus-10r
Flipkart,Vivo,Vivo Vivo V27,Smartphone,50490,4.9,8GB,1TB,4000mAh,https://flipkart.com/vivo-vivo-v27
Amazon,Realme,Realme realme-23-lite,Smartphone,14867,3.5,4GB,256GB,5500mAh,https://amazon.com/realme-realme-model-23
Croma,Apple,Apple iPhone 15,Smartphone,67381,5.0,8GB,512GB,4500mAh,https://croma.com/apple-iphone-15
Amazon,Motorola,Motorola motorola-37-lite,Smartphone,20815,4.4,12GB,64GB,6000mAh,https://amazon.com/motorola-motorola-model-37
Myntra,Oppo,Oppo Oppo Reno 8,Smartphone,32887,4.7,16GB,128GB,5500mAh,https://myntra.com/oppo-oppo-reno-8
Myntra,Realme,Realme realme-55-se,Smartphone,14553,4.4,12GB,512GB,4500mAh,https://myntra.com/realme-realme-model-55
Croma,OnePlus,OnePlus oneplus-53-lite,Smartphone,44397,4.0,6GB,128GB,4000mAh,https://croma.com/oneplus-oneplus-model-53
Reliance Digital,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,14532,3.9,12GB,1TB,4500mAh,https://reliancedigital.com/oneplus-oneplus-nord-ce3
Flipkart,Apple,Apple apple-41-edge,Smartphone,75338,4.3,6GB,1TB,6000mAh,https://flipkart.com/apple-apple-model-41
Amazon,Samsung,Samsung samsung-33-plus,Smartphone,50833,4.7,4GB,512GB,4500mAh,https://amazon.com/samsung-samsung-model-33
Croma,Vivo,Vivo vivo-81-plus,Smartphone,35487,4.3,4GB,64GB,6000mAh,https://croma.com/vivo-vivo-model-81
Croma,Oppo,Oppo Oppo A78,Smartphone,28530,3.8,4GB,256GB,6000mAh,https://croma.com/oppo-oppo-a78
Reliance Digital,Google,Google google-13-neo,Smartphone,48826,4.5,16GB,64GB,5000mAh,https://reliancedigital.com/google-google-model-13
Reliance Digital,Xiaomi,Xiaomi Redmi Note 10,Smartphone,40759,4.5,8GB,128GB,5000mAh,https://reliancedigital.com/xiaomi-redmi-note-10
Reliance Digital,Oppo,Oppo oppo-30-ultra,Smartphone,25525,4.0,4GB,128GB,4000mAh,https://reliancedigital.com/oppo-oppo-model-30
Amazon,Motorola,Motorola Moto G54,Smartphone,74936,4.9,8GB,256GB,4500mAh,https://amazon.com/motorola-moto-g54
Flipkart,Samsung,Samsung samsung-96,Smartphone,44967,4.4,16GB,512GB,4500mAh,https://flipkart.com/samsung-samsung-model-96
Amazon,Samsung,Samsung Galaxy S22,Smartphone,13140,5.0,6GB,1TB,4000mAh,https://amazon.com/samsung-galaxy-s22
Myntra,Samsung,Samsung Galaxy S23,Smartphone,41512,3.8,12GB,512GB,4000mAh,https://myntra.com/samsung-galaxy-s23
Reliance Digital,Xiaomi,Xiaomi xiaomi-76-edge,Smartphone,23846,4.3,4GB,256GB,5000mAh,https://reliancedigital.com/xiaomi-xiaomi-model-76
Amazon,Oppo,Oppo oppo-22-se,Smartphone,20839,4.4,16GB,256GB,5000mAh,https://amazon.com/oppo-oppo-model-22
Reliance Digital,Samsung,Samsung samsung-42-ultra,Smartphone,47028,4.8,6GB,64GB,4000mAh,https://reliancedigital.com/samsung-samsung-model-42
Croma,OnePlus,OnePlus OnePlus 11R,Smartphone,14021,4.2,12GB,256GB,4000mAh,https://croma.com/oneplus-oneplus-11r
Flipkart,Samsung,Samsung Galaxy M34,Smartphone,28070,3.6,4GB,64GB,4500mAh,https://flipkart.com/samsung-galaxy-m34
Myntra,Samsung,Samsung samsung-13,Smartphone,44258,4.6,6GB,256GB,4000mAh,https://myntra.com/samsung-samsung-model-13
Croma,Google,Google Pixel 8,Smartphone,43978,4.6,4GB,1TB,4000mAh,https://croma.com/google-pixel-8
Flipkart,Vivo,Vivo vivo-17-edge,Smartphone,24849,4.0,12GB,64GB,6000mAh,https://flipkart.com/vivo-vivo-model-17
Flipkart,Vivo,Vivo Vivo V29,Smartphone,52918,3.6,16GB,64GB,5500mAh,https://flipkart.com/vivo-vivo-v29
Croma,Motorola,Motorola Moto Edge 40,Smartphone,43477,4.7,12GB,64GB,5500mAh,https://croma.com/motorola-moto-edge-40
Reliance Digital,Xiaomi,Xiaomi Redmi Note 11,Smartphone,70938,3.8,6GB,256GB,4500mAh,https://reliancedigital.com/xiaomi-redmi-note-11
Amazon,Xiaomi,Xiaomi xiaomi-48-neo,Smartphone,18908,3.9,6GB,1TB,6000mAh,https://amazon.com/xiaomi-xiaomi-model-48
Croma,Google,Google google-17-edge,Smartphone,61925,4.5,4GB,1TB,5500mAh,https://croma.com/google-google-model-17
Amazon,Oppo,Oppo oppo-91,Smartphone,24540,4.1,16GB,128GB,4000mAh,https://amazon.com/oppo-oppo-model-91
Croma,Samsung,Samsung Galaxy A54,Smartphone,15550,3.9,4GB,512GB,5500mAh,https://croma.com/samsung-galaxy-a54
Croma,Vivo,Vivo Vivo Y36,Smartphone,23398,4.7,4GB,64GB,5000mAh,https://croma.com/vivo-vivo-y36
Croma,Realme,Realme Realme 10 Pro,Smartphone,34358,4.7,12GB,128GB,5000mAh,https://croma.com/realme-realme-10-pro
Croma,OnePlus,OnePlus oneplus-84-edge,Smartphone,43790,4.3,8GB,256GB,5500mAh,https://croma.com/oneplus-oneplus-model-84
Croma,Apple,Apple apple-95-pro,Smartphone,52202,4.7,8GB,1TB,6000mAh,https://croma.com/apple-apple-model-95
Flipkart,OnePlus,OnePlus OnePlus 9,Smartphone,41667,4.9,16GB,64GB,4500mAh,https://flipkart.com/oneplus-oneplus-9
Croma,Oppo,Oppo Oppo Reno 8,Smartphone,21993,3.9,6GB,512GB,5500mAh,https://croma.com/oppo-oppo-reno-8
Flipkart,Realme,Realme Realme 11 Pro,Smartphone,29140,4.4,6GB,64GB,5000mAh,https://flipkart.com/realme-realme-11-pro
Croma,Xiaomi,Xiaomi xiaomi-15-max,Smartphone,19331,3.5,8GB,512GB,5500mAh,https://croma.com/xiaomi-xiaomi-model-15
Flipkart,Samsung,Samsung Galaxy A54,Smartphone,24069,4.4,16GB,64GB,4500mAh,https://flipkart.com/samsung-galaxy-a54
Croma,Apple,Apple iPhone 12,Smartphone,36888,3.6,16GB,512GB,4500mAh,https://croma.com/apple-iphone-12
Flipkart,Realme,Realme Realme 11 Pro,Smartphone,22600,4.8,4GB,256GB,4000mAh,https://flipkart.com/realme-realme-11-pro
